skills,interests,education,experience,career_category,salary_min,salary_max
"databases, ci/cd, api design, git, software architecture, concurrency","teamwork, infrastructure, api design",12th pass,1,DevOps Engineer,568000,1331000
"linux, teamwork, cloud, ci/cd, testing, vue, svelte","automation, systems, infrastructure, interactive web experiences",diploma,3,DevOps Engineer,700000,1525000
"agile, debugging, git, javascript, communication, design systems, user research","user experience, coding",bachelor's degree,3,Front-End Developer,682000,1531000
"personas, user research, roadmap, problem solving, requirements gathering, documentation, market analysis","technology, market fit, stakeholder collaboration, product strategy, strategy, predictive modeling",bachelor's degree,1,Product Manager,767000,1594000
"git, data structures, documentation, pandas, interaction design, journey mapping",programming,bachelor's degree,4,Machine Learning Engineer,947000,2088000
"debugging, testing, problem solving, critical thinking, journey mapping",backend systems,master's degree,5,Software Engineer,922000,2158000
"scripting, unit testing, communication, ci/cd, testing, grpc","engineering, backend systems",bachelor's degree,6,Software Engineer,945000,1987000
"machine learning, pandas, python, dashboards, reporting, database indexing, load balancing","data analysis, visualization, nlp research",master's degree,2,Data Analyst,551000,1248000
"personas, css, prototyping, design systems, visual design, heuristic evaluation, teamwork, stakeholder interviews, business case development","user experience, user research, design",bachelor's degree,3,UX Designer,670000,1517000
"data structures, html, agile, api design, javascript, presentation skills, cross-browser testing, next.js","clean code, learning new tools, automation",bachelor's degree,3,Software Engineer,687000,1558000
"problem solving, design critique, prototyping, personas, figma, communication, user research, design systems, etl, qlik","usability, user research, learning new tools, infrastructure",bachelor's degree,1,UX Designer,516000,1143000
"problem solving, algorithms, data structures, hyperparameter tuning, helm, logging systems","algorithms, computer vision",bachelor's degree,2,Machine Learning Engineer,756000,1745000
"stakeholder management, user research, requirements gathering, market analysis, critical thinking",strategy,bachelor's degree,10,Product Manager,1542000,3502000
"algorithms, api design, javascript, c#, metrics, product analytics","engineering, automation",bachelor's degree,4,Software Engineer,716000,1469000
"docker, debugging, cloud, problem solving, communication, data structures, metrics","problem solving, infrastructure, engineering, cloud",diploma,4,Back-End Developer,753000,1714000
"personas, customer discovery, presentation skills, okrs, roadmap, requirements gathering, load balancing, kafka","user research, technology, customer feedback, strategy, scalability",bachelor's degree,3,Product Manager,946000,2023000
"git, pandas, algorithms, python, problem solving, message queues, grpc","nlp research, algorithms, problem solving, data analysis",bachelor's degree,6,Machine Learning Engineer,982000,2208000
"data visualization, pandas, git, data cleaning, reporting, critical thinking, sql, concurrency, c++","dashboards, teamwork, data analysis",diploma,9,Data Analyst,1038000,2310000
"debugging, ci/cd, html, data structures, object-oriented design","engineering, learning new tools, web development",diploma,1,Software Engineer,652000,1479000
"data visualization, requirements gathering, market analysis, stakeholder communication, teamwork, model deployment, mlops","analytics, visualization",diploma,4,Business Analyst,688000,1540000
"databases, testing, debugging","infrastructure, cloud, growth",phd,3,Back-End Developer,737000,1485000
"market analysis, user research, roadmap, logging systems, monitoring","user research, kpis",master's degree,0,Product Manager,695000,1588000
"cloud, git, linux, testing, mongodb","teamwork, backend systems, engineering, interactive web experiences",bachelor's degree,1,Back-End Developer,511000,1143000
"user research, customer discovery, prototyping, communication, workflow automation, process mapping","customer feedback, design, market fit",master's degree,3,UX Designer,678000,1515000
"figma, css, testing, user research","user experience, learning new tools, requirements analysis",bachelor's degree,3,Front-End Developer,654000,1497000
"communication, agile, stakeholder communication, dashboards","analytics, pattern recognition, data analysis",bachelor's degree,1,Data Analyst,508000,1196000
"ci/cd, databases, git, infrastructure as code, teamwork","cloud, systems, innovation, infrastructure",bachelor's degree,7,DevOps Engineer,870000,2024000
"presentation skills, c#, c++, communication, python, git","programming, algorithms, clean code",bachelor's degree,2,Software Engineer,577000,1286000
"market analysis, communication, dashboards, looker","technology, strategy",bachelor's degree,10,Business Analyst,947000,2001000
"cloud, presentation skills, testing, agile, api design, product strategy","infrastructure, systems, automation",master's degree,3,DevOps Engineer,711000,1442000
"scripting, algorithms, data structures, problem solving, testing, scikit-learn, linear algebra","problem solving, software craftsmanship, clean code, engineering, customer needs",bachelor's degree,4,Software Engineer,843000,1928000
"google sheets, python, numpy, data cleaning, teamwork, sql, competitive analysis","forecasting, learning new tools, pattern recognition, visualization, reporting",bachelor's degree,2,Data Analyst,522000,1157000
"testing, git, user research, redis",web development,12th pass,3,Front-End Developer,587000,1241000
"prototyping, figma, usability, user research, customer discovery, personas, unit testing, design patterns","customer feedback, user research, design, technology, accessibility, computer vision",bachelor's degree,10,UX Designer,972000,2183000
"customer discovery, heuristic evaluation, design systems, figma, css, user research",user research,bachelor's degree,4,UX Designer,566000,1203000
"dashboards, data visualization, numpy","kpis, visualization, statistics, pattern recognition",bachelor's degree,0,Data Analyst,393000,856000
"agile, api design, cloud, data structures, ci/cd, critical thinking, etl, regression analysis","innovation, engineering, computer vision",bachelor's degree,0,Back-End Developer,442000,962000
"tableau, excel, pandas","data storytelling, innovation, visualization",bachelor's degree,3,Data Analyst,577000,1338000
"communication, personas, market analysis","customer feedback, innovation, market fit, growth, financial analysis",diploma,1,Product Manager,962000,1996000
"pandas, data structures, communication, debugging, machine learning, problem solving, data cleaning","technology, programming",diploma,1,Machine Learning Engineer,609000,1343000
"problem solving, communication, data structures, design patterns","coding, systems, engineering, responsive design",master's degree,5,Software Engineer,787000,1831000
"scripting, databases, git, communication, testing, monitoring, cloud","innovation, systems",bachelor's degree,0,DevOps Engineer,514000,1031000
"user research, problem solving, personas, financial modeling, risk analysis","design, customer feedback, infrastructure",master's degree,13,UX Designer,1168000,2668000
"numpy, data warehousing, stakeholder communication, reporting, pandas, communication, sql, helm","data analysis, statistics, reporting, learning new tools",bachelor's degree,2,Data Analyst,522000,1142000
"debugging, docker, data structures, load balancing, computer vision, pytorch","infrastructure, cloud, innovation",diploma,8,Back-End Developer,805000,1794000
"css, agile, user research, customer discovery, design systems, prototyping","user experience, innovation",12th pass,3,UX Designer,672000,1533000
"user research, prototyping, html, javascript, css","ui development, user experience, coding, web development, data storytelling",phd,3,Front-End Developer,641000,1422000
"tableau, communication, reporting, pricing strategy, metrics","teamwork, reporting, requirements analysis, strategy, customer needs",12th pass,9,Business Analyst,1064000,2273000
"statistics, machine learning, product analytics","analytics, learning new tools, forecasting, reporting",master's degree,1,Data Analyst,483000,1080000
"data visualization, stakeholder interviews, git, communication, stakeholder communication, reporting, okrs","stakeholder collaboration, visualization, strategy, product strategy",diploma,2,Business Analyst,508000,1156000
"ci/cd, python, scripting","clean code, innovation, software craftsmanship, systems, automation",master's degree,3,Software Engineer,749000,1526000
"pandas, algorithms, keras, python, problem solving, machine learning, statistics, power bi, kpis","statistics, predictive modeling, programming, algorithms, nlp research",master's degree,4,Machine Learning Engineer,832000,1950000
"git, sql, process mapping, market analysis, roadmap, critical thinking, usability, sketch","stakeholder collaboration, visualization, teamwork",bachelor's degree,4,Business Analyst,725000,1614000
"debugging, css, prototyping, git, html, documentation, typescript, process mapping, risk analysis","technology, web development, api design",bachelor's degree,3,Front-End Developer,591000,1238000
"javascript, debugging, git, linux, tailwind css","algorithms, coding, programming",bachelor's degree,9,Software Engineer,1065000,2391000
"user research, communication, design systems","coding, teamwork, user experience, artificial intelligence",master's degree,3,Front-End Developer,563000,1152000
"linux, databases, presentation skills, api design, ci/cd, communication, typescript, sass","cloud, learning new tools, site reliability, software craftsmanship",bachelor's degree,4,DevOps Engineer,839000,1753000
"linux, teamwork, data structures, critical thinking, ci/cd, ansible","distributed systems, infrastructure, customer needs",bachelor's degree,5,Back-End Developer,835000,1754000
"design patterns, git, software architecture, algorithms, html, interaction design, usability","automation, problem solving",phd,5,Software Engineer,873000,2060000
"documentation, ci/cd, database indexing, git, teamwork, databases, api design, terraform, logging systems","engineering, backend systems, cloud",bachelor's degree,5,Back-End Developer,756000,1594000
"algorithms, scripting, design patterns, html, linux","technology, algorithms, system design",diploma,10,Software Engineer,1198000,2794000
"critical thinking, git, teamwork, algorithms, progressive web apps, cross-browser testing","innovation, backend systems, engineering, software craftsmanship",bachelor's degree,2,Software Engineer,700000,1506000
"git, requirements gathering, market analysis, user research, stakeholder management, regression analysis, dax",strategy,bachelor's degree,3,Product Manager,1045000,2461000
"reporting, python, sql, excel, statistics, refactoring","market research, visualization, reporting, analytics",master's degree,1,Data Analyst,541000,1254000
"api design, algorithms, debugging, html, c++","automation, software craftsmanship",diploma,2,Software Engineer,750000,1581000
"numpy, git, critical thinking, python, authentication","statistics, programming, risk management",master's degree,3,Machine Learning Engineer,750000,1597000
"javascript, agile, data structures, testing, scripting, helm, infrastructure as code","coding, web development, automation, human-centered design",diploma,0,Software Engineer,494000,993000
"testing, git, ci/cd, api design, pricing strategy, backlog grooming","cloud computing, problem solving, cloud, systems",master's degree,1,DevOps Engineer,731000,1510000
"communication, data structures, testing, teamwork, product strategy, prioritization","api design, cloud, engineering, nlp research",bachelor's degree,6,Back-End Developer,755000,1545000
"testing, html","automation, software craftsmanship",diploma,2,Software Engineer,712000,1566000
"incident response, testing, communication, linux, ansible, presentation skills, ci/cd, risk analysis, financial modeling","cloud, automation, innovation, software craftsmanship",bachelor's degree,3,DevOps Engineer,682000,1452000
"design systems, personas","innovation, user experience, customer feedback, user research",bachelor's degree,1,UX Designer,518000,1115000
"css, personas, prototyping, user research, customer discovery","human-centered design, user research, customer feedback, automation",phd,2,UX Designer,609000,1272000
"git, numpy, algorithms, machine learning, debugging","model optimization, statistics, innovation, risk management",bachelor's degree,10,Machine Learning Engineer,1086000,2207000
"databases, git, api design, presentation skills, linux, docker, load balancing","automation, systems",bachelor's degree,6,DevOps Engineer,917000,2040000
"stakeholder communication, machine learning, tableau, git, statistics, reporting, journey mapping","pattern recognition, statistics, innovation, reporting, system reliability",diploma,12,Data Analyst,1145000,2382000
"go-to-market strategy, personas, communication, stakeholder management","user research, computer vision",phd,6,Product Manager,1060000,2443000
"mongodb, debugging, api design, progressive web apps, sass","infrastructure, system reliability, teamwork",bachelor's degree,1,Back-End Developer,485000,992000
"git, data structures, performance tuning, design patterns, javascript, visual design","web development, programming, problem solving, requirements analysis",bachelor's degree,2,Software Engineer,598000,1213000
"figma, css, design systems, redux, concurrency","coding, web development, forecasting",master's degree,2,Front-End Developer,621000,1374000
"agile, html, problem solving, scripting","programming, coding, algorithms",master's degree,9,Software Engineer,975000,2199000
"linux, python, api design, html, data structures","problem solving, software craftsmanship, automation",bachelor's degree,0,Software Engineer,606000,1272000
"css, html, critical thinking, prototyping, debugging, user research, documentation, computer vision, reinforcement learning","web development, design, responsive design, ui development, user experience",12th pass,5,Front-End Developer,668000,1433000
"documentation, figma, customer discovery, user research, design systems, personas, problem solving, code review","user research, customer feedback, risk management",diploma,8,UX Designer,875000,1889000
"documentation, problem solving, testing, ci/cd","backend systems, engineering",bachelor's degree,2,Back-End Developer,644000,1522000
"roadmap, market analysis, stakeholder management, user research, deep learning","customer feedback, automation",bachelor's degree,1,Product Manager,910000,2167000
"docker, linux","infrastructure, automation, problem solving, web performance",bachelor's degree,10,DevOps Engineer,1270000,3034000
"critical thinking, testing, git, scripting, networking, cloud","cloud, problem solving, systems, product strategy",master's degree,6,DevOps Engineer,850000,2010000
"critical thinking, infrastructure as code, docker, cloud, git, testing","systems, automation, infrastructure, cloud, innovation",master's degree,0,DevOps Engineer,545000,1296000
"excel, requirements gathering, stakeholder communication, stakeholder management, reporting, spring boot, load balancing","problem solving, analytics, reporting, visualization, site reliability",bachelor's degree,3,Business Analyst,707000,1635000
"user research, metrics, critical thinking, requirements gathering, market analysis, roadmap, business case development, use case documentation","stakeholder collaboration, user research, innovation",master's degree,8,Product Manager,1092000,2307000
"market research, stakeholder communication, tableau, regression analysis, presentation skills, software architecture, concurrency","business intelligence, teamwork, pattern recognition",bachelor's degree,2,Data Analyst,573000,1306000
"ci/cd, api design","systems, cloud computing, cloud",bachelor's degree,2,DevOps Engineer,651000,1410000
"algorithms, communication, machine learning, agile, pandas, git, etl, kpis",programming,master's degree,0,Machine Learning Engineer,585000,1318000
"presentation skills, reporting, roadmap, dashboards, requirements gathering, kubernetes, ansible","analytics, stakeholder collaboration, reporting, requirements analysis",bachelor's degree,10,Business Analyst,952000,2143000
"personas, critical thinking, pricing strategy, documentation, customer discovery, market analysis, ansible","product strategy, user research, customer feedback, growth, technology, strategy",bachelor's degree,2,Product Manager,815000,1940000
"excel, requirements gathering, tableau, reporting, spring boot, load balancing","technology, visualization, risk management, analytics, accessibility",master's degree,3,Business Analyst,695000,1426000
"agile, css, debugging, figma, testing, presentation skills","teamwork, coding, web development, design, automation",12th pass,3,Front-End Developer,586000,1264000
"competitive analysis, market analysis, communication, critical thinking, django, sharding","strategy, growth, stakeholder collaboration, customer needs, learning new tools, user research",bachelor's degree,4,Product Manager,1026000,2401000
"business case development, sql, stakeholder communication, excel","risk management, technology, strategy, analytics",bachelor's degree,3,Business Analyst,653000,1522000
"communication, market analysis, user research, customer discovery, personas, visual design","user research, technology, ui development",bachelor's degree,4,Product Manager,1055000,2137000
"stakeholder communication, kpis, data visualization, product analytics, prioritization","analytics, statistics, learning new tools, business intelligence, reporting, customer needs",diploma,11,Data Analyst,989000,2195000
"documentation, critical thinking, debugging, css, vue, angular, workflow automation, financial modeling","technology, ui development, design, coding",master's degree,6,Front-End Developer,779000,1611000
"grafana, scripting, databases, helm, cloud, message queues","systems, innovation, ui development",master's degree,6,DevOps Engineer,1011000,2381000
"ci/cd, agile, presentation skills, databases, product strategy","cloud, systems, infrastructure, cloud computing, accessibility",diploma,11,DevOps Engineer,1301000,2806000
"angular, typescript, debugging, git, user research, figma, charts, power bi","coding, user experience, web performance, problem solving, ui development, cloud computing",bachelor's degree,1,Front-End Developer,464000,1090000
"data visualization, roadmap, agile","visualization, technology, strategy",bachelor's degree,1,Business Analyst,511000,1193000
"data visualization, workflow automation, dashboards, presentation skills, documentation, business case development, market analysis, regression analysis","strategy, cloud computing",bachelor's degree,1,Business Analyst,579000,1261000
"databases, design patterns, database indexing, dax, etl","infrastructure, problem solving, cloud, dashboards",phd,13,Back-End Developer,1324000,2649000
"testing, agile, css, git, prototyping, helm, logging systems","teamwork, web development, interactive web experiences",diploma,15,Front-End Developer,1400000,3319000
"problem solving, javascript, debugging, user research, angular, git, css, card sorting, interaction design","coding, infrastructure",master's degree,10,Front-End Developer,1046000,2227000
"git, reporting, stakeholder management, presentation skills, data visualization, dashboards, next.js, sass","visualization, reporting, analytics",bachelor's degree,9,Business Analyst,886000,2049000
"problem solving, api design, prometheus, scripting, git, databases, linux, regression analysis, data warehousing","problem solving, systems, clean code",master's degree,10,DevOps Engineer,1212000,2679000
"api design, agile, ci/cd, problem solving, testing, linux","infrastructure, automation",master's degree,1,DevOps Engineer,700000,1641000
"requirements gathering, tableau, stakeholder management, sql","strategy, process improvement, requirements analysis, visualization, reporting",bachelor's degree,1,Business Analyst,580000,1249000
"figma, design systems, personas, prototyping, gap analysis","user experience, customer feedback, accessibility, teamwork, user research",bachelor's degree,9,UX Designer,989000,2042000
"communication, teamwork, reporting, market analysis, roadmap, problem solving, usability, visual design","visualization, strategy, human-centered design",diploma,3,Business Analyst,711000,1558000
"cloud, git, testing, databases, linux, svelte, react","technology, cloud, financial analysis",diploma,7,DevOps Engineer,1127000,2686000
"sql, stakeholder management, presentation skills, data visualization","process improvement, risk management, strategy, analytics, visualization, accessibility",bachelor's degree,3,Business Analyst,582000,1374000
"problem solving, databases, documentation, linux, a/b testing, vlookup","cloud, innovation",phd,1,DevOps Engineer,578000,1345000
"sql, roadmap, concurrency, c#","innovation, visualization",phd,3,Business Analyst,581000,1214000
"user research, prototyping, information architecture, figma, design systems, personas, cross-browser testing","user research, technology",master's degree,1,UX Designer,418000,888000
"css, personas, requirements gathering, business case development","learning new tools, customer feedback, design, user experience",master's degree,1,UX Designer,551000,1206000
"market analysis, roadmap, git, presentation skills, looker","user research, problem solving, customer needs, risk management",phd,0,Product Manager,704000,1419000
"figma, debugging, html, documentation, prioritization",web development,bachelor's degree,1,Front-End Developer,541000,1220000
"javascript, prototyping, html, css, figma, mongodb","innovation, user experience",master's degree,7,Front-End Developer,769000,1604000
"api design, documentation, ci/cd, databases, authentication, linear algebra, reinforcement learning","engineering, scalability",bachelor's degree,6,Back-End Developer,800000,1637000
"user research, stakeholder management, pivot tables, data warehousing","customer needs, product strategy, user research, customer feedback, strategy, process improvement",bachelor's degree,3,Product Manager,996000,2304000
"data visualization, data cleaning, excel, agile","pattern recognition, reporting, distributed systems",bachelor's degree,6,Data Analyst,645000,1382000
"testing, html, vue, prototyping","web development, interactive web experiences",master's degree,6,Front-End Developer,711000,1690000
"prototyping, user research, spring boot","coding, interactive web experiences, design, distributed systems",bachelor's degree,5,Front-End Developer,637000,1511000
"algorithms, data cleaning, git, go-to-market strategy, metrics","innovation, algorithms",diploma,4,Machine Learning Engineer,924000,2196000
"roadmap, dashboards, critical thinking, ui components, next.js","reporting, risk management, requirements analysis, ui development",bachelor's degree,8,Business Analyst,820000,1918000
"data cleaning, communication, python, product analytics","model optimization, programming, learning new tools, pattern recognition, statistics, system reliability",bachelor's degree,12,Machine Learning Engineer,1292000,3077000
"python, sql, agile, critical thinking, data visualization, reporting, prioritization, pricing strategy","visualization, market research",diploma,3,Data Analyst,538000,1226000
"reinforcement learning, git, debugging, pandas, machine learning, product analytics, pricing strategy","algorithms, programming, cloud computing",master's degree,6,Machine Learning Engineer,961000,2143000
"data warehousing, qlik, reporting, python, hyperparameter tuning, keras","reporting, analytics, infrastructure",master's degree,3,Data Analyst,644000,1541000
"debugging, machine learning, data cleaning, git, numpy, problem solving","pattern recognition, programming, statistics, learning new tools",master's degree,15,Machine Learning Engineer,1351000,3103000
"design systems, html, testing, git, css, agile","web development, learning new tools, responsive design, coding",phd,2,Front-End Developer,522000,1194000
"market analysis, prioritization, communication, stakeholder management, personas, user research, a/b testing, google sheets","growth, stakeholder collaboration, strategy, user research, artificial intelligence",bachelor's degree,7,Product Manager,1209000,2671000
"agile, api design, documentation, kubernetes, cloud, testing, ci/cd","automation, systems, technology",master's degree,8,DevOps Engineer,1152000,2502000
"machine learning, sql, data visualization, problem solving, data cleaning, prioritization, pricing strategy","statistics, reporting, data storytelling, problem solving",bachelor's degree,0,Data Analyst,372000,858000
"debugging, scripting, agile, performance tuning, node.js",web development,master's degree,1,Software Engineer,609000,1409000
"numpy, statistics","computer vision, programming, teamwork, pattern recognition, statistics, system design",bachelor's degree,4,Machine Learning Engineer,828000,1681000
"figma, svelte, html, teamwork, user research, agile, concurrency, refactoring","design, user experience, web development",bachelor's degree,13,Front-End Developer,1204000,2757000
"market analysis, dashboards, communication, business process improvement, documentation, requirements gathering, financial modeling, tableau, sketch, information architecture","stakeholder collaboration, analytics, usability",master's degree,0,Business Analyst,470000,951000
"prototyping, debugging, documentation, user research, communication","coding, user experience",bachelor's degree,3,Front-End Developer,647000,1356000
"cloud, testing, problem solving, linux, docker, data structures, gap analysis, requirements gathering","engineering, infrastructure, cloud",bachelor's degree,1,Back-End Developer,570000,1352000
"market analysis, personas, customer discovery, user research, communication, documentation, competitive analysis","market fit, customer feedback, growth, stakeholder collaboration, process improvement",bachelor's degree,8,Product Manager,1100000,2366000
"infrastructure as code, cloud, api design","infrastructure, technology, systems, cloud, cloud computing",master's degree,12,DevOps Engineer,1402000,3164000
"ci/cd, docker, cloud, api design, databases","cloud, infrastructure, engineering, financial analysis",master's degree,3,Back-End Developer,738000,1675000
"critical thinking, roadmap, personas, requirements gathering, user research, communication","user research, learning new tools, customer feedback, stakeholder collaboration",diploma,1,Product Manager,735000,1505000
"model deployment, critical thinking, communication, numpy, statistics, debugging, python, data cleaning, postgresql, spring boot","programming, pattern recognition, teamwork, market fit",diploma,1,Machine Learning Engineer,721000,1580000
"object-oriented design, communication, git, scripting","automation, engineering, backend systems, cloud computing",bachelor's degree,1,Software Engineer,632000,1442000
"sql, dashboards, pandas","visualization, pattern recognition",master's degree,6,Data Analyst,753000,1569000
"user research, design systems, c++","coding, user experience, teamwork, web development",bachelor's degree,3,Front-End Developer,579000,1346000
"problem solving, design patterns, testing, git, sketch, information architecture","backend systems, innovation",bachelor's degree,0,Back-End Developer,428000,879000
"numpy, teamwork, agile, pandas, ui components, cross-browser testing","pattern recognition, reporting, innovation, analytics, product strategy",diploma,1,Data Analyst,502000,1005000
"typescript, testing, communication, html, sass, qlik, dax","design, user experience, human-centered design",bachelor's degree,1,Front-End Developer,441000,924000
"personas, user research, agile, stakeholder management","learning new tools, customer feedback",master's degree,6,Product Manager,1054000,2221000
"excel, data visualization, sql, dashboards, git, tableau, authentication, mongodb","strategy, stakeholder collaboration, financial analysis, analytics, kpis",bachelor's degree,5,Business Analyst,670000,1525000
"git, pandas, machine learning, statistics, requirements gathering","data analysis, programming, predictive modeling, pattern recognition, infrastructure",bachelor's degree,1,Machine Learning Engineer,630000,1494000
"prototyping, testing, css, user research, communication, agile, javascript, helm","coding, web development, api design",master's degree,0,Front-End Developer,387000,813000
"problem solving, customer discovery, figma, presentation skills, user research, django, load balancing","customer feedback, design, problem solving, visual storytelling, responsive design",bachelor's degree,3,UX Designer,576000,1327000
"testing, documentation, next.js, design systems, figma, git, xgboost","web development, design, system design",bachelor's degree,12,Front-End Developer,1028000,2427000
"data structures, api design, cloud, git, linux, interaction design, heuristic evaluation","system reliability, innovation, cloud",bachelor's degree,10,Back-End Developer,1032000,2429000
"stakeholder management, roadmap, personas, market analysis, customer discovery, backlog grooming, critical thinking, object-oriented design, design patterns","customer feedback, technology",bachelor's degree,14,Product Manager,1427000,3352000
"git, debugging, figma, a/b testing","user experience, design, innovation, product strategy",bachelor's degree,6,Front-End Developer,664000,1486000
"javascript, html, teamwork, design systems, next.js","user experience, teamwork, ui development, responsive design, software craftsmanship",bachelor's degree,5,Front-End Developer,638000,1331000
"critical thinking, design patterns, c#, agile, algorithms, data structures, debugging, linux, competitive analysis, pricing strategy","coding, technology, nlp research",bachelor's degree,0,Software Engineer,585000,1192000
"data structures, debugging, testing, design patterns, metrics","engineering, infrastructure",master's degree,0,Back-End Developer,557000,1271000
"personas, roadmap, metrics, communication, stakeholder management, requirements gathering","teamwork, customer feedback, clean code",master's degree,1,Product Manager,960000,1964000
"python, excel, data cleaning, design patterns, object-oriented design","visualization, learning new tools, analytics, reporting, accessibility",master's degree,1,Data Analyst,512000,1142000
"statistics, python, documentation, tableau, spring boot","innovation, pattern recognition, interactive web experiences",diploma,1,Data Analyst,507000,1071000
"python, statistics, linear algebra, algorithms, data cleaning, machine learning","programming, problem solving, pattern recognition",bachelor's degree,6,Machine Learning Engineer,1114000,2267000
"agile, python, numpy, machine learning, debugging, algorithms","statistics, programming, algorithms, system design",bachelor's degree,0,Machine Learning Engineer,720000,1549000
"docker, api design, git, documentation","cloud, system reliability, infrastructure, backend systems, accessibility",bachelor's degree,3,Back-End Developer,692000,1436000
"javascript, testing, user research, financial modeling, business case development","technology, coding, web performance",bachelor's degree,1,Front-End Developer,540000,1197000
"testing, linux, concurrency, algorithms",systems,bachelor's degree,10,Software Engineer,979000,2268000
"algorithms, presentation skills, problem solving, javascript, vlookup, regression analysis","problem solving, programming, backend systems, automation, customer needs",phd,1,Software Engineer,688000,1379000
"debugging, statistics, machine learning, data structures, networking","algorithms, programming, accessibility",master's degree,1,Machine Learning Engineer,672000,1493000
"design patterns, data structures, problem solving, api design, javascript, financial modeling",systems,bachelor's degree,1,Software Engineer,650000,1345000
"linux, docker, git, data structures, documentation, testing, concurrency, design patterns","backend systems, api design, infrastructure, visual storytelling",bachelor's degree,0,Back-End Developer,463000,1091000
"documentation, html, algorithms, c#, git, product strategy, pricing strategy","technology, programming, system design, systems",bachelor's degree,5,Software Engineer,805000,1846000
"ci/cd, cloud, documentation, scripting, angular, next.js","cloud, learning new tools, infrastructure, systems",bachelor's degree,3,DevOps Engineer,774000,1555000
"sql, agile, excel, dashboards, stakeholder communication, machine learning, presentation skills, c++, design patterns","technology, business intelligence, reporting, visualization, api design",master's degree,1,Data Analyst,422000,935000
"html, problem solving, presentation skills, debugging, git, mlops, xgboost",engineering,12th pass,1,Software Engineer,635000,1470000
"pandas, sql, charts, communication, nlp, scikit-learn","reporting, data analysis, innovation",diploma,7,Data Analyst,759000,1548000
"git, agile, excel, dashboards, tableau, kpis, backlog grooming","innovation, analytics, reporting, predictive modeling",phd,2,Data Analyst,493000,1082000
"ui components, agile, user research, prototyping","web performance, coding",master's degree,1,Front-End Developer,528000,1070000
"databases, testing, ci/cd, scripting, journey mapping, sketch","cloud, learning new tools",master's degree,6,DevOps Engineer,934000,1954000
"machine learning, nlp, pandas, process mapping, stakeholder interviews","learning new tools, pattern recognition",bachelor's degree,8,Machine Learning Engineer,1111000,2340000
"python, teamwork, statistics",data analysis,bachelor's degree,1,Machine Learning Engineer,606000,1231000
"problem solving, docker, testing, git, cloud, scripting, message queues","cloud, cloud computing, automation",12th pass,4,DevOps Engineer,703000,1537000
"javascript, css, git, agile, infrastructure as code, incident response","coding, web development, financial analysis",master's degree,3,Front-End Developer,557000,1243000
"data cleaning, documentation, debugging, python, agile, logging systems, incident response","learning new tools, algorithms, kpis",master's degree,3,Machine Learning Engineer,747000,1529000
"requirements gathering, market analysis, sql, reporting, agile","analytics, visualization, strategy, teamwork",bachelor's degree,5,Business Analyst,698000,1635000
"sql, statistics, machine learning, tableau, presentation skills, excel, git, nlp, mlops","data analysis, pattern recognition, visualization, software craftsmanship",diploma,4,Data Analyst,588000,1381000
"ci/cd, algorithms, testing, object-oriented design, debugging, html, information architecture, usability","engineering, learning new tools, web development, automation, site reliability",bachelor's degree,7,Software Engineer,966000,2179000
"ci/cd, data structures, algorithms, testing, kpis","teamwork, coding, programming, system reliability",diploma,1,Software Engineer,597000,1386000
"statistics, python, git, presentation skills, numpy","learning new tools, artificial intelligence, programming, nlp research, algorithms, statistics, risk management",bachelor's degree,3,Machine Learning Engineer,924000,2126000
"algorithms, linear algebra, numpy, pandas, python, debugging, charts","statistics, algorithms, technology, automation",master's degree,3,Machine Learning Engineer,716000,1665000
"excel, python, teamwork, machine learning, sql","business intelligence, analytics, teamwork, growth",phd,12,Data Analyst,1173000,2616000
"numpy, power bi, dashboards, agile, teamwork, data cleaning, kpis, reporting, software architecture, c#","data analysis, reporting, human-centered design",diploma,1,Data Analyst,494000,1123000
"code review, debugging, javascript, critical thinking, html","programming, engineering, coding, software craftsmanship, technology",diploma,10,Software Engineer,935000,2080000
"html, design systems, figma, javascript, git, okrs","technology, design",bachelor's degree,13,Front-End Developer,1317000,2982000
"c++, ci/cd, api design, angular","problem solving, backend systems, software craftsmanship, systems",diploma,1,Software Engineer,552000,1321000
"progressive web apps, figma, design systems, git","user experience, web development, design, usability",bachelor's degree,9,Front-End Developer,1004000,2165000
"data structures, presentation skills, debugging, pandas, statistics, git, cross-browser testing","computer vision, data analysis, programming",bachelor's degree,5,Machine Learning Engineer,873000,2006000
"agile, linux, communication, data structures","backend systems, technology, ui development",bachelor's degree,7,Back-End Developer,864000,1770000
"data cleaning, statistics, sql, data visualization, machine learning, angular, react","teamwork, analytics, statistics",bachelor's degree,3,Data Analyst,642000,1450000
"git, javascript, communication, typescript, debugging, figma, css, django, load balancing",design,diploma,6,Front-End Developer,715000,1617000
"debugging, ci/cd, data structures, scripting, html, heuristic evaluation","programming, systems, cloud computing",phd,6,Software Engineer,813000,1664000
"linux, presentation skills, data structures, databases, git, testing, prioritization","teamwork, infrastructure, automation",master's degree,1,Back-End Developer,575000,1357000
"teamwork, financial modeling, dashboards, roadmap, sql, data visualization, presentation skills, reporting","technology, analytics, visualization, stakeholder collaboration",bachelor's degree,2,Business Analyst,628000,1271000
"testing, ansible, api design, git, scripting, docker, css animations, react","problem solving, automation, cloud, infrastructure",bachelor's degree,2,DevOps Engineer,692000,1482000
